lat,lon,feature1,feature2,target
17.249080237694724,79.60507911538572,10.31238688359326,8.446753153608228,1
18.40142861281983,78.21034991248762,90.25529066795667,13.92951695159793,0
17.96398788362281,78.40407178523654,50.525237244785714,8.85052421383734,1
17.697316968394073,80.2463854713177,82.64574661077417,4.43512668785278,0
16.812037280884873,79.51607264914898,32.00496010306117,6.03179355503004,1
16.811989040672405,78.02299262904157,89.55232284962005,23.038938401636287,0
16.616167224336397,78.25367885716508,38.92016787341631,10.316685920289625,1
18.23235229154987,79.65875442277014,1.083765148029836,18.213493052403773,0
17.70223002348642,78.01265395961555,90.53819764192636,25.170863542742843,1
17.91614515559209,78.40202012854375,9.128667678613356,34.51974143146826,0
16.541168988591604,79.37183447341647,31.93136375904149,1.9656069920549468,0
18.439819704323988,79.72973799423173,95.0061967050805,39.97051994545213,1
18.164885281600842,79.6299031487565,95.06071469375561,31.39501947454539,1
16.92467822135655,78.5606732736514,57.34378881232861,4.087951597443595,0
16.8636499344142,79.78044805336884,63.183721216979926,43.67893120533886,1
16.866809019706867,78.593122718742,44.84455219783198,46.04362002659066,0
17.108484485919075,78.81349924539816,29.321077169806454,3.0538979927431873,0
17.549512863264475,79.86622851279506,32.8664545369916,13.843882407360187,0
17.363890037284232,79.62408224761803,67.25184560770384,40.31006398965307,1
17.082458280396082,80.12305852623544,75.237452943768,37.41298451918292,0
17.723705789444757,79.64403223075085,79.15790437258485,9.226050967818866,0
16.778987721304084,79.42077150833867,78.96181427945538,10.467466166835514,1
17.084289297070438,78.23418691957023,9.120610304869036,18.5236051395691,1
17.232723686587384,78.91928950764859,49.442030470258146,24.226149259551065,1
17.412139968434072,78.66300591920431,5.755876001664428,30.912738576514798,1
18.070351922786028,78.60997410844772,54.95288823237355,18.445681978488622,0
16.89934756431672,80.43252638688111,44.1530501373377,23.126735806657393,0
17.528468876827223,78.9827443116669,88.77041827582998,37.37354690668783,0
17.684829137724083,80.23011638794279,35.09150125520787,1.834160144529895,0
16.592900825439994,79.57784656499315,11.706701642760587,12.621847217201038,1
17.715089703802878,79.98702825885412,14.299168205283586,35.66747929422762,0
16.841048247374584,79.25659273276298,76.15106317174723,44.76034188435997,0
16.630103185970558,79.4422597115659,61.82180633162611,25.583872105783307,1
18.397771074506668,79.23129423454716,10.112267612279025,26.605674263265783,0
18.43126406614912,78.4881074694951,8.410680611499743,5.358600566988803,0
18.116794696232922,79.80613028815377,70.096913145912,22.370618341172733,0
17.10922753834674,78.70193090610213,7.276300636419353,26.630863322751157,0
16.695344228012768,78.06078991607863,82.18600592903562,12.123525181736483,0
17.868466053024314,79.61368073976791,70.62422271564962,13.462161547469048,0
17.380304987479203,78.44277669851762,8.134878064189976,18.864208155231132,1
16.744076469689556,80.35114646088229,8.483771408519193,1.0035598888863184,1
17.49035382022254,80.38482144250646,98.66395785011754,16.103958279158913,0
16.568777042230437,80.28716097555112,37.427079575612034,10.572400349827232,0
18.318640804157564,78.92539675063861,37.06421470668909,16.374867608895734,1
17.017559963200036,78.03864154132216,81.27995672575025,5.988106590962561,0
17.825044568707963,80.32079640646931,94.72485773838586,44.52636403699475,0
17.123422152178822,79.07046037079328,98.6001063822871,29.679622677702433,0
17.54013604235562,80.41663704760917,75.33781852589416,33.95511595722448,1
17.59342055868656,80.40904994272313,37.62595855309158,39.45856193036691,0
16.869708911051053,80.1325236386684,8.350071669866876,24.922109946452863,1
18.439169255529116,78.73612223017396,77.71469159274368,4.346014404371185,0
18.05026564672223,78.96274432150481,55.840424973580504,26.85532709092739,1
18.378997883128378,80.12784167879214,42.42220092469763,29.342055901043956,1
18.289654700855298,78.7923050128907,90.6354385094736,37.271973709216496,0
17.69579995762217,78.42373186671523,11.119748230615134,21.58297731148397,1
18.343748470046233,79.39200315614588,49.262510429085914,6.379015139778188,0
16.676985004103837,80.34038693540195,1.1353644767419069,14.188795289936223,1
16.89196572483829,79.74007449168744,46.86606419941263,18.154114819931756,0
16.590454577821077,79.42515292522341,5.630327568183735,32.295862066580064,0
17.15066066152653,78.24294123442692,11.881791626807193,28.538915233445593,1
17.277354579378965,79.53751806674792,11.752624677710488,17.80483629489231,0
17.042698063547792,80.47513462526067,64.92103021160635,49.32576243964898,0
18.15747501830386,78.3502100380913,74.60448792654233,30.288740967844358,1
17.213506653387178,79.29582413090934,58.336876509715964,11.861339586799724,0
17.06186901937476,80.19343267981989,96.21725484745419,5.089123631020187,0
17.585392166316495,79.8519215443855,37.48705795237041,7.642956959216601,1
16.781848449949525,79.74253935248817,28.571208628186074,12.297886419225406,1
18.10439396150808,79.75621020996778,86.85991281894603,8.034068662977784,0
16.649101287359542,78.89872787804939,22.359583851945263,9.328351202565289,0
18.473773873201033,78.73397961066124,96.32225394406113,14.254758434692356,1
18.044489538593314,80.02340288869628,1.2154474689816341,8.66867976473774,1
16.897431363068346,80.02528348669796,96.98788267076391,44.83827123132126,0
16.511044234247205,80.16768079645026,4.315991195057611,4.011687283082111,1
18.130922856909667,80.28310138139118,89.11431136980711,26.225569478512732,0
17.913714687695233,79.27835599715235,52.77011090862999,20.519841349483077,0
17.958014336081973,79.253790736718,99.29647961193004,49.11893084543032,0
18.04254069337189,79.99573794741694,7.379656473539886,5.601945108402617,0
16.64808930346818,79.62490982694442,55.38542844013208,19.892779952287082,0
17.216931457088545,79.75491719314425,96.9302535619099,48.473521663768445,1
16.73173811905026,79.98948167359025,52.30978441701488,43.275356294699016,1
18.226206851751186,80.22501335454392,62.93986381352625,40.853603547464,1
17.746596253655117,78.84498789212884,69.57486889846172,12.895141352246991,1
17.1617960497053,78.93895738159986,45.454106476777326,8.544379369503291,0
16.627116700572046,78.23495484960218,62.75580800840635,33.43216099622155,0
17.121964643431326,79.44570035249043,58.43143119231002,46.46879945637929,0
17.150366644053495,78.08985568449185,90.11580104909889,27.83814465069649,0
17.95921235667613,79.16399504533115,4.5446380341457875,28.580634473494992,1
17.775114942710427,79.35661158676893,28.096318959223034,13.998954683014208,0
18.274425485152655,78.71635313032071,95.04114840765587,38.47464665959684,0
17.4444298503239,79.47708315142253,89.02637838909163,9.352187427876169,1
16.739188491876604,78.07625062484762,45.56567527857129,16.183961820212183,1
17.92648957444599,78.09337047187303,62.013259780153675,21.27182193082084,1
18.021570097233795,80.05650140164914,27.738118298113267,25.38051893422275,1
17.62255439513899,78.90047660352816,18.81211597237613,12.120486620754011,0
18.04193435990912,78.31765128162971,46.36984049399822,5.741841236960177,0
17.487591192728782,79.305608150137,35.33522280260528,30.53100212208163,1
17.545465658763987,79.92498388274653,58.365611185087204,14.431527662012789,0
17.3550820367171,78.53955256874211,7.773463696498483,29.061911071130613,0
16.55083825348819,79.5572261895475,97.43948076661665,7.718135763710116,0
16.71578285398661,78.21336866248441,98.62107444796028,24.057005092740873,1
16.56285837137347,78.12920430292152,69.81617140197451,26.629471627579292,0
17.77282082252756,79.32838657892037,53.60963663441204,2.5911768411213454,1
17.128711962152654,79.35158780402527,30.952761628632775,16.830213909696027,0
17.517141382329406,79.59357475374551,81.37950197069486,6.720733846948712,0
18.315132947852184,79.81522833430665,68.47311725538793,3.168748523638387,0
16.99858445829775,80.43963019865633,16.26169393448913,49.49801161949726,1
17.32076584607126,79.29075087075299,91.09271844938425,16.117692248736148,0
18.011102277086096,78.80739118235311,82.2537242923169,40.493722292731746,1
16.957596330983243,79.98796548692177,94.9799913291924,12.732032738188192,1
16.653959819657587,78.67708062815518,72.571950838836,34.075136111196464,1
17.079502905827535,79.0974285517641,61.34151959357899,38.011392994484325,0
16.82244257450801,78.19614095335567,41.82430362906189,29.781937030392214,0
18.359395304685147,78.06337685853865,93.27284833540132,23.57880942750792,0
18.116240759128836,80.40662103669482,86.60638895004084,20.592045707363425,0
17.766807513020847,80.08995030128051,4.521867010618941,17.443413327149766,1
18.242921180375436,79.73993551523425,2.6366974497252005,46.476457212391296,1
18.10734415379823,79.02238236103568,37.64633668780496,41.530970389386454,1
16.87314011777207,78.43323580017712,81.0553330781833,48.251345533325626,0
18.285117996979956,78.39109260667772,98.72761293149445,6.214861174277236,1
17.578684483831303,78.62560724541149,15.041689110352818,36.54337376018221,0
18.114880310328125,79.37306666176531,59.41307153521351,46.91702284105189,1
18.292182599846985,79.78648980675015,38.08908566310215,9.061653308283008,0
17.136006949943727,79.65049344179432,96.99143978146031,3.3248133683388748,0
16.720103849055352,78.69983474236486,84.21189231357087,37.056032464502955,1
16.955870325083882,80.38716320165798,83.83287047111378,28.723655658995597,1
17.354215577252514,79.84474229173942,46.86931597949703,42.0914388379136,1
18.136029531844986,79.3858851312785,41.48195023376652,6.988618831314475,1
18.221461166512686,79.52930186558588,27.340707193070624,39.76336559299451,0
16.513904261062383,79.04900015606947,5.6375496650927115,10.081366002387227,1
17.52149460515513,78.61932747375289,86.47223762550531,8.182797143285224,1
17.334822006297557,78.88993169662815,81.29010091300776,8.213289896549647,1
16.94421562094146,79.89461527616092,99.97176732861305,40.728736011569104,0
16.739730734667365,78.0359837215744,99.66368370739053,33.25986103481001,0
17.175230342807257,78.29018160126729,55.543170560262745,26.153271238455964,1
18.38581940782504,78.11500660505438,76.89874151805105,17.941524206175124,0
17.146405864041512,78.10182200579743,94.47657298824281,43.86002704065541,1
17.53758124348673,80.13865146002752,84.96473906774115,19.622255371131768,0
17.906037917790357,79.75914464845006,24.734810174319765,40.82997197357886,0
17.22725920475859,79.18543457271831,45.05441353100935,21.95674542851092,0
18.44356416544192,78.2445854016275,12.915941515149498,18.84722147124538,0
18.42489458988422,79.22903968779208,95.40510272587224,23.13398928348032,1
17.00356459165073,79.18367942695141,60.617463445088006,15.068893708207105,1
17.49449701178477,78.43300467477503,22.864280550346272,37.380469008812554,1
